session_code,participant_id_in_session,participant_code,page_index,app_name,page_name,epoch_time,round_number,timeout_happened,is_wait_page
wybeo328,1,5chumfme,1,Intro,Intro,1614284548,1,0,0
wybeo328,1,5chumfme,2,Biases_T1,Framing,1614284552,1,0,0
wybeo328,1,5chumfme,3,Biases_T1,Anchoring,1614284556,1,0,0
wybeo328,1,5chumfme,4,Biases_T1,Decoy,1614284558,1,0,0
wybeo328,1,5chumfme,5,Biases_T1,MentalAccounting,1614284562,1,0,0
wybeo328,1,5chumfme,6,Biases_T1,ConjunctionFallacy,1614284565,1,0,0
wybeo328,1,5chumfme,7,FinLit,FinLit,1614284577,1,0,0
wybeo328,1,5chumfme,8,Preferences,RiskPreference,1614284629,1,0,0
wybeo328,1,5chumfme,9,Preferences,TimePreference,1614284636,1,0,0
wybeo328,1,5chumfme,10,Field_Behavior,Field_Behavior,1614284643,1,0,0
wybeo328,1,5chumfme,11,Field_Behavior,Perception_Questions,1614284649,1,0,0
wybeo328,1,5chumfme,12,Biases_T2,Framing,1614284652,1,0,0
wybeo328,1,5chumfme,13,Biases_T2,Anchoring,1614284656,1,0,0
wybeo328,1,5chumfme,14,Biases_T2,Decoy,1614284659,1,0,0
wybeo328,1,5chumfme,15,Biases_T2,MentalAccounting,1614284661,1,0,0
wybeo328,1,5chumfme,16,Demographics,Demographics,1614284695,1,0,0
wybeo328,1,5chumfme,17,Outro,Outro,1614284697,1,0,0
mfbrkb7z,1,a5r7we33,1,Intro,Intro,1614284758,1,0,0
mfbrkb7z,1,a5r7we33,2,Biases_T1,MentalAccounting,1614284763,1,0,0
mfbrkb7z,1,a5r7we33,3,Biases_T1,Framing,1614284767,1,0,0
mfbrkb7z,1,a5r7we33,4,Biases_T1,Anchoring,1614284770,1,0,0
mfbrkb7z,1,a5r7we33,5,Biases_T1,Decoy,1614284773,1,0,0
mfbrkb7z,1,a5r7we33,6,Biases_T1,ConjunctionFallacy,1614284776,1,0,0
mfbrkb7z,1,a5r7we33,7,FinLit,FinLit,1614284789,1,0,0
mfbrkb7z,1,a5r7we33,8,Preferences,RiskPreference,1614284832,1,0,0
36bz8s4h,1,7gaqnjdz,1,Intro,Intro,1614287999,1,0,0
36bz8s4h,1,7gaqnjdz,2,Biases_T1,MentalAccounting,1614288007,1,0,0
36bz8s4h,1,7gaqnjdz,3,Biases_T1,Framing,1614288012,1,0,0
36bz8s4h,1,7gaqnjdz,4,Biases_T1,Anchoring,1614288019,1,0,0
36bz8s4h,1,7gaqnjdz,5,Biases_T1,Decoy,1614288022,1,0,0
36bz8s4h,1,7gaqnjdz,6,Biases_T1,ConjunctionFallacy,1614288037,1,0,0
36bz8s4h,1,7gaqnjdz,7,FinLit,FinLit,1614288048,1,0,0
36bz8s4h,1,7gaqnjdz,8,Preferences,RiskPreference,1614288078,1,0,0
36bz8s4h,1,7gaqnjdz,9,Preferences,TimePreference,1614288089,1,0,0
36bz8s4h,1,7gaqnjdz,10,Field_Behavior,Field_Behavior,1614288099,1,0,0
36bz8s4h,1,7gaqnjdz,11,Field_Behavior,Perception_Questions,1614288106,1,0,0
36bz8s4h,1,7gaqnjdz,12,Biases_T2,MentalAccounting,1614288110,1,0,0
36bz8s4h,1,7gaqnjdz,13,Biases_T2,Framing,1614288113,1,0,0
36bz8s4h,1,7gaqnjdz,14,Biases_T2,Anchoring,1614288127,1,0,0
36bz8s4h,1,7gaqnjdz,15,Biases_T2,Decoy,1614288132,1,0,0
36bz8s4h,1,7gaqnjdz,16,Demographics,Demographics,1614288160,1,0,0
36bz8s4h,1,7gaqnjdz,17,Outro,Outro,1614288164,1,0,0
kv1ox8bl,1,7qspvjjz,1,Intro,Intro,1614288216,1,0,0
kv1ox8bl,1,7qspvjjz,2,Biases_T1,MentalAccounting,1614288222,1,0,0
kv1ox8bl,1,7qspvjjz,3,Biases_T1,Framing,1614288224,1,0,0
kv1ox8bl,1,7qspvjjz,4,Biases_T1,Anchoring,1614288231,1,0,0
kv1ox8bl,1,7qspvjjz,5,Biases_T1,Decoy,1614288233,1,0,0
kv1ox8bl,1,7qspvjjz,6,Biases_T1,ConjunctionFallacy,1614288235,1,0,0
ixzp7zfi,1,802lm71f,1,Intro,Intro,1614288243,1,0,0
upmn9952,1,q0mbxmpg,1,Intro,Intro,1614288263,1,0,0
t9q2jmvn,1,susq2mgh,1,Intro,Intro,1614288276,1,0,0
t9q2jmvn,2,maplntp8,1,Intro,Intro,1614288284,1,0,0
gg3m6r9w,1,vat8cyok,1,Intro,Intro,1614288297,1,0,0
ctmbfi0j,1,upqtpvkf,1,Intro,Intro,1614288323,1,0,0
2ju9ykq4,1,s1o35x4z,1,Intro,Intro,1614288333,1,0,0
4q6ywi0e,1,wkt5kw48,1,Intro,Intro,1614288346,1,0,0
1vh7i1ux,1,xgbjltv5,1,Intro,Intro,1614288360,1,0,0
gfxyv0js,1,cj69z8p0,1,Intro,Intro,1614288367,1,0,0
d9n57k67,1,y0lsxc2q,1,Intro,Intro,1614288377,1,0,0
d9n57k67,2,5rkmo5in,1,Intro,Intro,1614288381,1,0,0
d9n57k67,3,s5zhboda,1,Intro,Intro,1614288384,1,0,0
6uqhuz48,1,m9hyod07,1,Intro,Intro,1614288414,1,0,0
cv59lrti,1,9do34dus,1,Intro,Intro,1614288425,1,0,0
qmw6dmr4,1,zwkr9zsb,1,Intro,Intro,1614288437,1,0,0
qmw6dmr4,1,zwkr9zsb,2,Biases_T1,Decoy,1614288441,1,0,0
qmw6dmr4,1,zwkr9zsb,3,Biases_T1,Anchoring,1614288457,1,0,0
qmw6dmr4,1,zwkr9zsb,4,Biases_T1,Framing,1614288461,1,0,0
qmw6dmr4,1,zwkr9zsb,5,Biases_T1,MentalAccounting,1614288463,1,0,0
qmw6dmr4,1,zwkr9zsb,6,Biases_T1,ConjunctionFallacy,1614288466,1,0,0
qmw6dmr4,1,zwkr9zsb,7,FinLit,FinLit,1614288479,1,0,0
qmw6dmr4,1,zwkr9zsb,8,Preferences,RiskPreference,1614288547,1,0,0
qmw6dmr4,1,zwkr9zsb,9,Preferences,TimePreference,1614288559,1,0,0
qmw6dmr4,1,zwkr9zsb,10,Field_Behavior,Field_Behavior,1614288568,1,0,0
qmw6dmr4,1,zwkr9zsb,11,Field_Behavior,Perception_Questions,1614288575,1,0,0
qmw6dmr4,1,zwkr9zsb,12,Biases_T2,Decoy,1614288578,1,0,0
qmw6dmr4,1,zwkr9zsb,13,Biases_T2,Anchoring,1614288588,1,0,0
qmw6dmr4,1,zwkr9zsb,14,Biases_T2,Framing,1614288593,1,0,0
qmw6dmr4,1,zwkr9zsb,15,Biases_T2,MentalAccounting,1614288596,1,0,0
qmw6dmr4,1,zwkr9zsb,16,Demographics,Demographics,1614288625,1,0,0
qmw6dmr4,1,zwkr9zsb,17,Outro,Outro,1614288633,1,0,0
qmw6dmr4,2,5tzskz1c,1,Intro,Intro,1614288644,1,0,0
qmw6dmr4,2,5tzskz1c,2,Biases_T1,Framing,1614288648,1,0,0
qmw6dmr4,2,5tzskz1c,3,Biases_T1,Anchoring,1614288654,1,0,0
qmw6dmr4,2,5tzskz1c,4,Biases_T1,Decoy,1614288656,1,0,0
qmw6dmr4,2,5tzskz1c,5,Biases_T1,MentalAccounting,1614288659,1,0,0
qmw6dmr4,2,5tzskz1c,6,Biases_T1,ConjunctionFallacy,1614288660,1,0,0
qmw6dmr4,2,5tzskz1c,7,FinLit,FinLit,1614288671,1,0,0
ld6ub6v4,1,nkj3v032,1,Intro,Intro,1614291197,1,0,0
wvyzg90r,1,lgke0g7y,1,Intro,Intro,1614291290,1,0,0
wvyzg90r,1,lgke0g7y,2,Biases_T1,Framing,1614291293,1,0,0
ld6ub6v4,2,f3h4rx9j,1,Intro,Intro,1614291325,1,0,0
ld6ub6v4,2,f3h4rx9j,2,Biases_T1,Framing,1614291331,1,0,0
ld6ub6v4,2,f3h4rx9j,3,Biases_T1,Anchoring,1614291339,1,0,0
ld6ub6v4,2,f3h4rx9j,4,Biases_T1,Decoy,1614291342,1,0,0
ld6ub6v4,2,f3h4rx9j,5,Biases_T1,MentalAccounting,1614291345,1,0,0
ld6ub6v4,2,f3h4rx9j,6,Biases_T1,ConjunctionFallacy,1614291348,1,0,0
ld6ub6v4,2,f3h4rx9j,7,FinLit,FinLit,1614291358,1,0,0
ld6ub6v4,2,f3h4rx9j,8,Preferences,RiskPreference,1614291374,1,0,0
ld6ub6v4,2,f3h4rx9j,9,Preferences,TimePreference,1614291383,1,0,0
ld6ub6v4,2,f3h4rx9j,10,Field_Behavior,Field_Behavior,1614291390,1,0,0
ld6ub6v4,2,f3h4rx9j,11,Field_Behavior,Perception_Questions,1614291397,1,0,0
ld6ub6v4,2,f3h4rx9j,12,Biases_T2,Framing,1614291402,1,0,0
ld6ub6v4,2,f3h4rx9j,13,Biases_T2,Anchoring,1614291406,1,0,0
ld6ub6v4,2,f3h4rx9j,14,Biases_T2,Decoy,1614291410,1,0,0
ld6ub6v4,2,f3h4rx9j,15,Biases_T2,MentalAccounting,1614291415,1,0,0
ld6ub6v4,2,f3h4rx9j,16,Demographics,Demographics,1614291437,1,0,0
ld6ub6v4,2,f3h4rx9j,17,Outro,Outro,1614291458,1,0,0
zu02vou5,1,arcy3pc1,1,Intro,Intro,1614291938,1,0,0
zu02vou5,1,arcy3pc1,2,Biases_T1,MentalAccounting,1614291952,1,0,0
zu02vou5,1,arcy3pc1,3,Biases_T1,Framing,1614291966,1,0,0
zu02vou5,1,arcy3pc1,4,Biases_T1,Anchoring,1614291986,1,0,0
zu02vou5,1,arcy3pc1,5,Biases_T1,Decoy,1614292011,1,0,0
zu02vou5,1,arcy3pc1,6,Biases_T1,ConjunctionFallacy,1614292019,1,0,0
zu02vou5,1,arcy3pc1,7,FinLit,FinLit,1614292029,1,0,0
zu02vou5,1,arcy3pc1,8,Preferences,RiskPreference,1614292057,1,0,0
zu02vou5,1,arcy3pc1,9,Preferences,TimePreference,1614292075,1,0,0
zu02vou5,1,arcy3pc1,10,Field_Behavior,Field_Behavior,1614292096,1,0,0
zu02vou5,1,arcy3pc1,11,Field_Behavior,Perception_Questions,1614292116,1,0,0
zu02vou5,1,arcy3pc1,12,Biases_T2,MentalAccounting,1614292120,1,0,0
zu02vou5,1,arcy3pc1,13,Biases_T2,Framing,1614292126,1,0,0
zu02vou5,1,arcy3pc1,14,Biases_T2,Anchoring,1614292134,1,0,0
zu02vou5,1,arcy3pc1,15,Biases_T2,Decoy,1614292140,1,0,0
zu02vou5,1,arcy3pc1,16,Demographics,Demographics,1614292217,1,0,0
wty1h4l9,1,ooo5xzzj,1,Intro,Intro,1614299444,1,0,0
wty1h4l9,1,ooo5xzzj,2,Biases_T1,MentalAccounting,1614299449,1,0,0
wty1h4l9,1,ooo5xzzj,3,Biases_T1,Framing,1614299453,1,0,0
wty1h4l9,1,ooo5xzzj,4,Biases_T1,Anchoring,1614299461,1,0,0
wty1h4l9,1,ooo5xzzj,5,Biases_T1,Decoy,1614299466,1,0,0
wty1h4l9,1,ooo5xzzj,6,Biases_T1,ConjunctionFallacy,1614299471,1,0,0
wty1h4l9,1,ooo5xzzj,7,FinLit,FinLit,1614299483,1,0,0
wty1h4l9,1,ooo5xzzj,8,Preferences,RiskPreference,1614299498,1,0,0
wty1h4l9,1,ooo5xzzj,9,Preferences,TimePreference,1614299510,1,0,0
wty1h4l9,1,ooo5xzzj,10,Field_Behavior,Field_Behavior,1614299517,1,0,0
wty1h4l9,1,ooo5xzzj,11,Field_Behavior,Perception_Questions,1614299524,1,0,0
wty1h4l9,1,ooo5xzzj,12,Biases_T2,MentalAccounting,1614299528,1,0,0
wty1h4l9,1,ooo5xzzj,13,Biases_T2,Framing,1614299531,1,0,0
wty1h4l9,1,ooo5xzzj,14,Biases_T2,Anchoring,1614299538,1,0,0
wty1h4l9,1,ooo5xzzj,15,Biases_T2,Decoy,1614299543,1,0,0
wty1h4l9,1,ooo5xzzj,16,Demographics,Demographics,1614299578,1,0,0
wty1h4l9,1,ooo5xzzj,17,Outro,Outro,1614299580,1,0,0
wty1h4l9,2,pm35cf8r,1,Intro,Intro,1614299775,1,0,0
n4ipgabp,1,4aeh28cg,1,Intro,Intro,1614321648,1,0,0
n4ipgabp,1,4aeh28cg,2,Biases_T1,MentalAccounting,1614321663,1,0,0
n4ipgabp,1,4aeh28cg,3,Biases_T1,Framing,1614321676,1,0,0
n4ipgabp,1,4aeh28cg,4,Biases_T1,Anchoring,1614321858,1,0,0
n4ipgabp,1,4aeh28cg,5,Biases_T1,Decoy,1614321869,1,0,0
n4ipgabp,1,4aeh28cg,6,Biases_T1,ConjunctionFallacy,1614321879,1,0,0
n4ipgabp,1,4aeh28cg,7,FinLit,FinLit,1614321895,1,0,0
n4ipgabp,1,4aeh28cg,8,Preferences,RiskPreference,1614321993,1,0,0
n4ipgabp,1,4aeh28cg,9,Preferences,TimePreference,1614322128,1,0,0
n4ipgabp,1,4aeh28cg,10,Field_Behavior,Field_Behavior,1614322194,1,0,0
n4ipgabp,1,4aeh28cg,11,Field_Behavior,Perception_Questions,1614322210,1,0,0
n4ipgabp,1,4aeh28cg,12,Biases_T2,MentalAccounting,1614322386,1,0,0
8jq7t8ow,1,esyjdeyd,1,Intro,Intro,1614328905,1,0,0
8jq7t8ow,1,esyjdeyd,2,Biases_T1,Decoy,1614328929,1,0,0
8jq7t8ow,1,esyjdeyd,3,Biases_T1,Anchoring,1614328947,1,0,0
8jq7t8ow,1,esyjdeyd,4,Biases_T1,Framing,1614328960,1,0,0
8jq7t8ow,1,esyjdeyd,5,Biases_T1,MentalAccounting,1614328973,1,0,0
8jq7t8ow,1,esyjdeyd,6,Biases_T1,ConjunctionFallacy,1614328995,1,0,0
8jq7t8ow,1,esyjdeyd,7,FinLit,FinLit,1614329051,1,0,0
8jq7t8ow,1,esyjdeyd,8,Preferences,RiskPreference,1614329306,1,0,0
8jq7t8ow,1,esyjdeyd,9,Preferences,TimePreference,1614329319,1,0,0
8jq7t8ow,1,esyjdeyd,10,Field_Behavior,Field_Behavior,1614329332,1,0,0
8jq7t8ow,1,esyjdeyd,11,Field_Behavior,Perception_Questions,1614329340,1,0,0
8jq7t8ow,1,esyjdeyd,12,Biases_T2,Decoy,1614329344,1,0,0
8jq7t8ow,1,esyjdeyd,13,Biases_T2,Anchoring,1614329353,1,0,0
8jq7t8ow,1,esyjdeyd,14,Biases_T2,Framing,1614329377,1,0,0
8jq7t8ow,1,esyjdeyd,15,Biases_T2,MentalAccounting,1614329429,1,0,0
8jq7t8ow,1,esyjdeyd,16,Demographics,Demographics,1614329500,1,0,0
8jq7t8ow,1,esyjdeyd,17,Outro,Outro,1614329546,1,0,0
8jq7t8ow,2,mjxndx7r,1,Intro,Intro,1614329749,1,0,0
8jq7t8ow,2,mjxndx7r,2,Biases_T1,MentalAccounting,1614329756,1,0,0
8jq7t8ow,2,mjxndx7r,3,Biases_T1,Framing,1614329797,1,0,0
8jq7t8ow,2,mjxndx7r,4,Biases_T1,Anchoring,1614329804,1,0,0
8jq7t8ow,2,mjxndx7r,5,Biases_T1,Decoy,1614329811,1,0,0
8jq7t8ow,2,mjxndx7r,6,Biases_T1,ConjunctionFallacy,1614329816,1,0,0
8jq7t8ow,2,mjxndx7r,7,FinLit,FinLit,1614330512,1,0,0
tmpyhozv,1,pmrwayw0,1,Intro,Intro,1614346197,1,0,0
tmpyhozv,1,pmrwayw0,2,Biases_T1,MentalAccounting,1614346212,1,0,0
tmpyhozv,1,pmrwayw0,3,Biases_T1,Framing,1614346239,1,0,0
tmpyhozv,1,pmrwayw0,4,Biases_T1,Anchoring,1614346258,1,0,0
tmpyhozv,1,pmrwayw0,5,Biases_T1,Decoy,1614346271,1,0,0
tmpyhozv,1,pmrwayw0,6,Biases_T1,ConjunctionFallacy,1614346289,1,0,0
tmpyhozv,1,pmrwayw0,7,FinLit,FinLit,1614346386,1,0,0
tmpyhozv,1,pmrwayw0,8,Preferences,RiskPreference,1614346436,1,0,0
tmpyhozv,1,pmrwayw0,9,Preferences,TimePreference,1614346497,1,0,0
tmpyhozv,1,pmrwayw0,10,Field_Behavior,Field_Behavior,1614346519,1,0,0
tmpyhozv,1,pmrwayw0,11,Field_Behavior,Perception_Questions,1614346539,1,0,0
tmpyhozv,1,pmrwayw0,12,Biases_T2,MentalAccounting,1614346550,1,0,0
tmpyhozv,1,pmrwayw0,13,Biases_T2,Framing,1614346566,1,0,0
tmpyhozv,1,pmrwayw0,14,Biases_T2,Anchoring,1614346582,1,0,0
tmpyhozv,1,pmrwayw0,15,Biases_T2,Decoy,1614346590,1,0,0
tmpyhozv,1,pmrwayw0,16,Demographics,Demographics,1614346611,1,0,0
tmpyhozv,1,pmrwayw0,17,Outro,Outro,1614346614,1,0,0
aymsca6f,1,far0cxja,1,Intro,Intro,1614348487,1,0,0
aymsca6f,1,far0cxja,2,Biases_T1,Decoy,1614348497,1,0,0
aymsca6f,1,far0cxja,3,Biases_T1,Anchoring,1614348505,1,0,0
aymsca6f,1,far0cxja,4,Biases_T1,Framing,1614348520,1,0,0
aymsca6f,1,far0cxja,5,Biases_T1,MentalAccounting,1614348896,1,0,0
aymsca6f,1,far0cxja,6,Biases_T1,ConjunctionFallacy,1614348907,1,0,0
aymsca6f,1,far0cxja,7,FinLit,FinLit,1614349032,1,0,0
01jtagc7,1,05023778,1,Intro,Intro,1614349291,1,0,0
01jtagc7,1,05023778,2,Biases_T1,Decoy,1614349293,1,0,0
01jtagc7,1,05023778,3,Biases_T1,Anchoring,1614349296,1,0,0
01jtagc7,1,05023778,4,Biases_T1,Framing,1614349299,1,0,0
01jtagc7,1,05023778,5,Biases_T1,MentalAccounting,1614349301,1,0,0
01jtagc7,1,05023778,6,Biases_T1,ConjunctionFallacy,1614349303,1,0,0
01jtagc7,1,05023778,7,FinLit,FinLit,1614349316,1,0,0
01jtagc7,1,05023778,8,Preferences,RiskPreference,1614349412,1,0,0
01jtagc7,1,05023778,9,Preferences,TimePreference,1614349449,1,0,0
01jtagc7,1,05023778,10,Field_Behavior,Field_Behavior,1614349490,1,0,0
e4nkk97b,1,72wmc758,1,Intro,Intro,1614349636,1,0,0
e4nkk97b,1,72wmc758,2,Biases_T1,Decoy,1614349640,1,0,0
01jtagc7,1,05023778,11,Field_Behavior,Perception_Questions,1614349641,1,0,0
e4nkk97b,1,72wmc758,3,Biases_T1,Anchoring,1614349644,1,0,0
e4nkk97b,1,72wmc758,4,Biases_T1,Framing,1614349648,1,0,0
e4nkk97b,1,72wmc758,5,Biases_T1,MentalAccounting,1614349651,1,0,0
e4nkk97b,1,72wmc758,6,Biases_T1,ConjunctionFallacy,1614349653,1,0,0
e4nkk97b,1,72wmc758,7,FinLit,FinLit,1614349662,1,0,0
01jtagc7,1,05023778,12,Biases_T2,Decoy,1614349670,1,0,0
01jtagc7,1,05023778,13,Biases_T2,Anchoring,1614349679,1,0,0
01jtagc7,1,05023778,14,Biases_T2,Framing,1614349683,1,0,0
01jtagc7,1,05023778,15,Biases_T2,MentalAccounting,1614349685,1,0,0
e4nkk97b,1,72wmc758,8,Preferences,RiskPreference,1614349716,1,0,0
01jtagc7,1,05023778,16,Demographics,Demographics,1614349716,1,0,0
8jq7t8ow,3,8or45he5,1,Intro,Intro,1614351445,1,0,0
8jq7t8ow,3,8or45he5,2,Biases_T1,Framing,1614351448,1,0,0
8jq7t8ow,3,8or45he5,3,Biases_T1,Anchoring,1614351452,1,0,0
8jq7t8ow,3,8or45he5,4,Biases_T1,Decoy,1614351454,1,0,0
8jq7t8ow,3,8or45he5,5,Biases_T1,MentalAccounting,1614351456,1,0,0
8jq7t8ow,3,8or45he5,6,Biases_T1,ConjunctionFallacy,1614351459,1,0,0
8jq7t8ow,3,8or45he5,7,FinLit,FinLit,1614351472,1,0,0
